x,y,STN_ID,STATION_NAME,PROV_STATE_TERR_CODE,ENG_PROV_NAME,FRE_PROV_NAME,COUNTRY,LATITUDE,LONGITUDE,TIMEZONE,ELEVATION,CLIMATE_IDENTIFIER,TC_IDENTIFIER,WMO_IDENTIFIER,STATION_TYPE,NORMAL_CODE,PUBLICATION_CODE,DISPLAY_CODE,ENG_STN_OPERATOR_ACRONYM,FRE_STN_OPERATOR_ACRONYM,ENG_STN_OPERATOR_NAME,FRE_STN_OPERATOR_NAME,FIRST_DATE,LAST_DATE,HLY_FIRST_DATE,HLY_LAST_DATE,DLY_FIRST_DATE,DLY_LAST_DATE,MLY_FIRST_DATE,MLY_LAST_DATE,HAS_MONTHLY_SUMMARY,HAS_NORMALS_DATA,HAS_HOURLY_DATA
-110.71725,50.02511111111111,30347,MEDICINE HAT RCS,AB,ALBERTA,ALBERTA,CAN,500130400,-1104302100,MST,715.00,3034485,XMW,71026,Climate-Auto,G,1,9,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,2000-08-01 00:00:00,2024-11-26 12:30:01,2001-01-12 15:00:00,2024-11-26 12:30:01,2000-08-01 00:00:00,2024-11-26 00:00:00,2000-08-01 00:00:00,2007-11-01 00:00:00,Y,N,Y
-82.44361111111111,49.40638888888889,30435,KAPUSKASING CDA ON,ON,ONTARIO,ONTARIO,CAN,492423000,-822637000,EST,218.00,6073980,XKA,71299,Climate-Auto,,1,9,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,2000-08-07 20:00:00,2024-11-26 12:30:01,2000-08-07 20:00:00,2024-11-26 12:30:01,2000-08-22 00:00:00,2024-11-26 00:00:00,2002-02-01 00:00:00,2006-12-01 00:00:00,Y,N,Y
-124.40313888888889,51.67455555555556,30494,TATLAYOKO LAKE RCS,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,514028400,-1242411300,PST,875.00,1088015,XTL,71028,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,2000-08-10 00:00:00,2024-11-26 12:30:01,2000-08-10 06:00:00,2024-11-26 12:30:01,2000-08-10 00:00:00,2024-11-26 00:00:00,2004-04-01 00:00:00,2007-02-01 00:00:00,Y,N,Y
-75.71666666666667,45.38333333333333,30578,OTTAWA CDA RCS,ON,ONTARIO,ONTARIO,CAN,452300000,-754300000,EST,79.20,6105978,XOA,71063,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,2000-10-19 00:00:00,2024-11-26 12:30:01,2000-10-19 18:00:00,2024-11-26 12:30:01,2000-10-19 00:00:00,2024-11-26 00:00:00,2003-04-01 00:00:00,2006-12-01 00:00:00,Y,N,Y
-89.32722222222222,48.36944444444445,30682,THUNDER BAY CS,ON,ONTARIO,ONTARIO,CAN,482210000,-891938000,EST,199.40,6048268,ZTB,71667,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,2000-12-20 14:00:00,2024-11-26 12:30:01,2000-12-20 14:00:00,2024-11-26 12:30:01,2003-10-01 00:00:00,2024-11-26 00:00:00,2003-10-01 00:00:00,2006-12-01 00:00:00,Y,N,Y
-77.52805555555555,44.11888888888889,30723,TRENTON AWOS,ON,ONTARIO,ONTARIO,CAN,440708000,-773141000,EST,86.30,6158872,XTR,,Aviation-Auto,,,,DND,MDN,Department of National Defence,Ministère de la Défense nationale,2007-01-16 16:00:00,2022-01-06 03:00:00,2007-01-16 16:00:00,2022-01-06 03:00:00,2018-10-30 00:00:00,2022-01-06 00:00:00,,,Y,N,Y
-113.46666666666667,53.666666666666664,30907,EDMONTON NAMAO AWOS A,AB,ALBERTA,ALBERTA,CAN,534000000,-1132800000,MST,687.90,3012212,YED,71121,Aviation-Auto,,1,9,DND,MDN,Department of National Defence,Ministère de la Défense nationale,2000-06-15 18:00:00,2022-01-06 02:00:00,2000-06-15 18:00:00,2022-01-06 02:00:00,2001-08-01 00:00:00,2022-01-06 00:00:00,2001-08-01 00:00:00,2007-11-01 00:00:00,Y,N,Y
-130.03222222222223,58.422222222222224,30909,DEASE LAKE LWIS,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,582520000,-1300156000,PST,792.50,1192345,,,Aviation-Auto,,,,,,,,2000-11-28 12:00:00,2011-12-15 10:00:00,2000-11-28 12:00:00,2011-12-15 10:00:00,2002-03-01 00:00:00,2004-10-31 00:00:00,2002-03-01 00:00:00,2004-10-01 00:00:00,Y,N,Y
-119.37777777777778,49.95611111111111,30954,KELOWNA AWOS,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,495722000,-1192240000,PST,429.50,1123965,VLW,,Aviation-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,2004-04-07 01:00:00,2010-02-22 00:00:00,2004-04-07 01:00:00,2009-08-27 10:00:00,2005-01-21 00:00:00,2010-02-22 00:00:00,2005-02-01 00:00:00,2007-02-01 00:00:00,Y,N,Y
-131.8138888888889,53.25416666666667,30955,SANDSPIT AWOS,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,531515000,-1314850000,PST,6.40,1057055,CZP,,Aviation-Auto,,,,,,,,1999-01-08 04:00:00,2013-04-09 10:00:00,1999-01-08 04:00:00,2013-04-09 10:00:00,2002-01-01 00:00:00,2013-04-09 00:00:00,2005-02-01 00:00:00,2006-12-01 00:00:00,Y,N,Y
-122.51,53.02611111111111,30967,QUESNEL AWOS,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,530134000,-1223036000,PST,545.00,1096625,CQZ,71103,Aviation-Auto,,,,,,,,2005-09-01 00:00:00,2011-09-21 08:00:00,2005-10-31 23:00:00,2011-09-21 08:00:00,2005-09-01 00:00:00,2010-06-03 00:00:00,2005-09-01 00:00:00,2007-02-01 00:00:00,Y,N,Y
-117.7388888888889,49.11194444444445,31067,WARFIELD RCS,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,490643000,-1174420000,PST,566.90,1148705,XWF,71401,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,2001-06-26 10:00:00,2024-11-26 12:30:01,2001-06-26 10:00:00,2024-11-26 12:30:01,2001-11-26 00:00:00,2024-11-26 00:00:00,2002-07-01 00:00:00,2007-02-01 00:00:00,Y,N,Y
-139.0322338888889,61.37000833333333,31087,BURWASH AWOS,YT,YUKON TERRITORY,YUKON,CAN,612212030,-1390156042,PST,805.30,2100185,CBH,,Aviation-Auto,,,,,,,,2008-07-02 18:00:00,2011-12-15 10:00:00,2008-07-02 18:00:00,2011-12-15 10:00:00,,,,,N,N,Y
-95.85027777777778,68.63555555555556,31268,GJOA HAVEN AWOS A,NU,NUNAVUT,NUNAVUT,CAN,683808000,-955101000,MST,46.90,2302338,YHK,,Aviation-Auto,,,,,,,,2008-07-02 17:00:00,2013-01-10 11:00:00,2008-07-02 17:00:00,2013-01-10 11:00:00,,,,,N,N,Y
-111.22333333333333,56.653333333333336,31288,FORT MCMURRAY AWOS A,AB,ALBERTA,ALBERTA,CAN,563912000,-1111324000,MST,369.10,3062700,,,Aviation-Auto,,,,,,,,2008-07-03 00:00:00,2011-10-20 11:00:00,2008-07-03 10:00:00,2011-10-20 11:00:00,2008-07-03 00:00:00,2011-10-20 00:00:00,,,Y,N,Y
-113.51944444444445,53.57194444444445,31427,EDMONTON CITY CENTRE AWOS,AB,ALBERTA,ALBERTA,CAN,533419000,-1133110000,MST,671.40,3012202,YXD,71879,Aviation-Auto,,,,,,,,2004-04-07 02:00:00,2015-04-01 07:00:00,2004-04-07 02:00:00,2015-04-01 07:00:00,2005-01-21 00:00:00,2015-04-01 00:00:00,2005-05-01 00:00:00,2007-11-01 00:00:00,Y,N,Y
-112.8,49.63333333333333,31447,LETHBRIDGE AWOS A,AB,ALBERTA,ALBERTA,CAN,493800000,-1124800000,MST,929.00,3033884,YQL,,Aviation-Auto,,,,,,,,2006-01-01 00:00:00,2012-06-11 05:00:00,2006-03-27 23:00:00,2012-06-11 05:00:00,2006-01-01 00:00:00,2011-01-13 00:00:00,,,Y,N,Y
-133.48333333333332,68.3,31470,INUVIK AWOS A,NT,NORTHWEST TERRITORIES,TERRITOIRES DU NORD-OUEST,CAN,681800000,-1332900000,MST,67.70,2202575,YEV,71957,Aviation-Auto,,,,,,,,2006-01-01 00:00:00,2013-07-11 12:17:00,2008-07-03 10:00:00,2013-07-11 12:17:00,2006-01-01 00:00:00,2013-07-11 00:00:00,2006-06-01 00:00:00,2007-08-01 00:00:00,Y,N,Y
-114.77722222222222,55.293055555555554,31528,SLAVE LAKE AWOS A,AB,ALBERTA,ALBERTA,CAN,551735000,-1144638000,MST,582.80,3066002,PLV,,N/A,,,,,,,,2006-01-01 00:00:00,2014-11-24 13:00:00,2006-01-01 00:00:00,2014-11-24 13:00:00,2006-01-01 00:00:00,2014-11-24 00:00:00,,,Y,N,Y
-116.465,53.57888888888889,31588,EDSON AWOS A,AB,ALBERTA,ALBERTA,CAN,533444000,-1162754000,MST,926.90,3062245,PDS,71881,Aviation-Auto,,,,,,,,2006-01-01 00:00:00,2011-06-02 12:00:00,2006-01-01 00:00:00,2011-06-02 12:00:00,2006-01-01 00:00:00,2010-09-23 00:00:00,,,Y,N,Y
-111.11722222222222,58.76722222222222,31608,FORT CHIPEWYAN AWOS A,AB,ALBERTA,ALBERTA,CAN,584602000,-1110702000,MST,238.00,3072662,PCP,,Aviation-Auto,,,,,,,,2006-01-01 00:00:00,2016-07-04 16:00:00,2006-01-01 00:00:00,2016-07-04 16:00:00,2006-01-01 00:00:00,2011-06-30 00:00:00,,,Y,N,Y
-79.4,43.666666666666664,31688,TORONTO CITY,ON,ONTARIO,ONTARIO,CAN,434000000,-792400000,EST,112.50,6158355,XTO,71508,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,2002-06-04 00:00:00,2024-11-26 12:30:01,2002-06-04 16:00:00,2024-11-26 12:30:01,2002-06-04 00:00:00,2024-11-26 00:00:00,2003-07-01 00:00:00,2006-12-01 00:00:00,Y,N,Y
-80.3775,43.458888888888886,32008,REGION OF WATERLOO INT'L AIRPORT,ON,ONTARIO,ONTARIO,CAN,432732000,-802239000,EST,321.30,6149388,,,Aviation-Auto,,,,,,,,2002-10-03 00:00:00,2011-05-16 00:00:00,2002-10-03 09:00:00,2010-04-08 13:00:00,2002-10-03 00:00:00,2011-05-16 00:00:00,2002-11-01 00:00:00,2006-12-01 00:00:00,Y,N,Y
-105.29555555555555,73.76569444444445,32148,STEFANSSON ISLAND,NU,NUNAVUT,NUNAVUT,CAN,734556500,-1051744000,MST,11.00,2403756,XSE,71017,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,2002-08-01 00:00:00,2024-11-26 12:30:01,2002-10-30 08:00:00,2024-11-26 12:30:01,2002-08-01 00:00:00,2024-11-26 00:00:00,2002-09-01 00:00:00,2007-08-01 00:00:00,Y,N,Y
-94.9830575,74.71583472222223,32150,RESOLUTE CS,NU,NUNAVUT,NUNAVUT,CAN,744257005,-945859007,CST,30.00,2403505,XRB,71018,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,2002-10-01 00:00:00,2024-11-26 12:30:01,2002-10-17 08:00:00,2024-11-26 12:30:01,2002-10-01 00:00:00,2024-11-26 00:00:00,2002-10-01 00:00:00,2007-11-01 00:00:00,Y,N,Y
-105.13833333333334,69.10805555555555,32233,CAMBRIDGE BAY GSN,NU,NUNAVUT,NUNAVUT,CAN,690629000,-1050818000,MST,18.70,2400602,XCM,71288,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,2002-12-01 00:00:00,2024-11-26 12:30:01,2002-12-31 06:00:00,2024-11-26 12:30:01,2002-12-01 00:00:00,2024-11-26 00:00:00,2002-12-01 00:00:00,2007-11-01 00:00:00,Y,N,Y
-128.83195,60.11583888888889,32293,WATSON LAKE (AUT),YT,YUKON TERRITORY,YUKON,CAN,600657020,-1284955020,PST,683.30,2101204,XQH,71199,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,2002-12-23 00:00:00,2024-11-26 12:30:01,2005-03-22 08:00:00,2024-11-26 12:30:01,2002-12-23 00:00:00,2024-11-26 00:00:00,,,Y,N,Y
-87.1,48.81666666666667,32393,TERRACE BAY(AUT),ON,ONTARIO,ONTARIO,CAN,484900000,-870600000,EST,289.60,6048235,ZTJ,,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,2002-11-25 09:00:00,2007-10-23 13:00:00,2002-11-25 09:00:00,2007-10-23 13:00:00,2003-10-01 00:00:00,2006-12-31 00:00:00,2003-10-01 00:00:00,2006-12-01 00:00:00,Y,N,Y
-71.14833333333333,47.32277777777778,32413,FORET MONTMORENCY RCS,QC,QUEBEC,QUÉBEC,CAN,471922000,-710854000,EST,672.80,7042395,MFM,71212,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,2003-11-10 00:00:00,2024-11-26 12:30:01,2003-11-10 18:00:00,2024-11-26 12:30:01,2003-11-10 00:00:00,2024-11-26 00:00:00,,,Y,N,Y
-81.88333333333334,42.45,32473,RIDGETOWN RCS,ON,ONTARIO,ONTARIO,CAN,422700000,-815300000,EST,205.70,6137154,XRG,71307,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,2003-02-01 00:00:00,2024-11-26 12:30:01,2003-02-24 12:00:00,2024-11-26 12:30:01,2003-02-01 00:00:00,2024-11-26 00:00:00,2003-03-01 00:00:00,2006-12-01 00:00:00,Y,N,Y
-94.06666666666666,61.1,41576,ARVIAT CLIMATE,NU,NUNAVUT,NUNAVUT,CAN,610600000,-940400000,CST,9.80,2301153,XAR,71322,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,2004-06-21 00:00:00,2024-11-26 12:30:01,2004-12-16 01:00:00,2024-11-26 12:30:01,2004-06-21 00:00:00,2024-11-26 00:00:00,2005-04-01 00:00:00,2007-11-01 00:00:00,Y,N,Y
-133.51666666666668,68.31666666666666,41883,INUVIK CLIMATE,NT,NORTHWEST TERRITORIES,TERRITOIRES DU NORD-OUEST,CAN,681900000,-1333100000,MST,103.00,2202578,ZEV,71364,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,2003-08-01 00:00:00,2024-11-26 12:30:01,2003-08-07 12:00:00,2024-11-26 12:30:01,2003-08-01 00:00:00,2024-11-26 00:00:00,2003-08-01 00:00:00,2007-11-01 00:00:00,Y,N,Y
-111.92944444444444,60.02611111111111,41884,FORT SMITH CLIMATE,NT,NORTHWEST TERRITORIES,TERRITOIRES DU NORD-OUEST,CAN,600134000,-1115546000,MST,203.00,2202202,ZSM,71362,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,2003-08-01 00:00:00,2024-11-26 12:30:01,2003-08-14 09:00:00,2024-11-26 12:30:01,2003-08-01 00:00:00,2024-11-26 00:00:00,2003-08-01 00:00:00,2007-11-01 00:00:00,Y,N,Y
-115.77666666666667,60.83888888888889,41885,HAY RIVER CLIMATE,NT,NORTHWEST TERRITORIES,TERRITOIRES DU NORD-OUEST,CAN,605020000,-1154636000,MST,164.00,2202402,ZHY,71361,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,2003-08-01 00:00:00,2024-11-26 12:30:01,2003-08-14 08:00:00,2024-11-26 12:30:01,2003-08-01 00:00:00,2024-11-26 00:00:00,2003-08-01 00:00:00,2007-11-01 00:00:00,Y,N,Y
-62.575833333333335,46.45027777777778,41903,ST. PETERS,PE,PRINCE EDWARD ISLAND,ÎLE DU PRINCE-ÉDOUARD,CAN,462701000,-623433000,AST,29.70,8300562,ZSP,71310,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,2003-08-14 00:00:00,2024-11-26 12:30:01,2003-08-14 03:00:00,2024-11-26 12:30:01,2003-08-14 00:00:00,2024-11-26 00:00:00,2004-01-01 00:00:00,2007-07-01 00:00:00,Y,N,Y
-95.85027777777778,68.63555555555556,41943,GJOA HAVEN CLIMATE,NU,NUNAVUT,NUNAVUT,CAN,683808000,-955101000,MST,42.30,2302340,ZHK,71363,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,2003-09-01 00:00:00,2024-11-26 12:30:01,2003-09-03 17:00:00,2024-11-26 12:30:01,2003-09-01 00:00:00,2024-11-26 00:00:00,2003-09-01 00:00:00,2007-11-01 00:00:00,Y,N,Y
-121.23666666666666,61.76027777777778,41944,FORT SIMPSON CLIMATE,NT,NORTHWEST TERRITORIES,TERRITOIRES DU NORD-OUEST,CAN,614537000,-1211412000,MST,168.00,2202102,ZFS,71365,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,2003-08-01 00:00:00,2024-11-26 12:30:01,2003-08-28 07:00:00,2024-11-26 12:30:01,2003-08-01 00:00:00,2024-11-26 00:00:00,2003-08-01 00:00:00,2007-11-01 00:00:00,Y,N,Y
-80.41666666666667,43.65,41983,ELORA RCS,ON,ONTARIO,ONTARIO,CAN,433900000,-802500000,EST,376.40,6142286,ZEL,71352,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,2003-09-09 09:00:00,2024-11-26 12:30:01,2003-09-09 09:00:00,2024-11-26 12:30:01,2003-10-01 00:00:00,2024-11-26 00:00:00,2003-10-01 00:00:00,2006-12-01 00:00:00,Y,N,Y
-64.24144444444444,45.75955555555556,42083,NAPPAN AUTO,NS,NOVA SCOTIA,NOUVELLE-ÉCOSSE,CAN,454534400,-641429200,AST,19.80,8203702,XNP,71311,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,2003-10-29 00:00:00,2024-11-26 12:30:01,2003-11-26 16:00:00,2024-11-26 12:30:01,2003-10-29 00:00:00,2024-11-26 00:00:00,2005-08-01 00:00:00,2007-07-01 00:00:00,Y,N,Y
-66.33416666666666,47.99,42103,CHARLO AUTO,NB,NEW BRUNSWICK,NOUVEAU-BRUNSWICK,CAN,475924000,-662003000,AST,42.00,8100885,ZCR,71315,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,2003-11-05 00:00:00,2024-11-26 12:30:01,2003-11-05 14:00:00,2024-11-26 12:30:01,2003-11-05 00:00:00,2024-11-26 00:00:00,2004-01-01 00:00:00,2007-07-01 00:00:00,Y,N,Y
-80.61805555555556,51.291666666666664,42123,MOOSONEE RCS,ON,ONTARIO,ONTARIO,CAN,511730000,-803705000,EST,9.10,6075435,XZC,71309,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,2003-11-01 00:00:00,2022-11-25 05:00:00,2003-11-05 12:00:00,2022-11-25 05:00:00,2003-11-01 00:00:00,2022-11-25 00:00:00,2003-11-01 00:00:00,2006-11-01 00:00:00,Y,N,Y
-79.55,44.483333333333334,42183,BARRIE-ORO,ON,ONTARIO,ONTARIO,CAN,442900000,-793300000,EST,289.00,6117700,XBI,71314,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,2003-10-30 19:00:00,2024-11-26 12:30:01,2003-10-30 19:00:00,2024-11-26 12:30:01,2003-11-12 00:00:00,2024-11-26 00:00:00,2003-12-01 00:00:00,2006-12-01 00:00:00,Y,N,Y
-120.44194444444445,50.702222222222225,42203,KAMLOOPS AUT,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,CAN,504208000,-1202631000,PST,345.00,1163842,ZKA,71741,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,2006-04-01 00:00:00,2024-11-26 12:30:01,2006-04-18 11:00:00,2024-11-26 12:30:01,2006-04-01 00:00:00,2024-11-26 00:00:00,2006-04-01 00:00:00,2006-10-01 00:00:00,Y,N,Y
-63.46666666666667,45.416666666666664,42243,DEBERT,NS,NOVA SCOTIA,NOUVELLE-ÉCOSSE,CAN,452500000,-632800000,AST,37.50,8201390,ZDB,71317,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,2003-12-11 00:00:00,2024-11-26 12:30:01,2003-12-11 17:00:00,2024-11-26 12:30:01,2003-12-11 00:00:00,2024-11-26 00:00:00,2004-01-01 00:00:00,2007-07-01 00:00:00,Y,N,Y
-68.51666666666667,70.48333333333333,42244,CLYDE RIVER CLIMATE,NU,NUNAVUT,NUNAVUT,CAN,702900000,-683100000,EST,26.50,2400802,ZCY,71358,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,2004-12-06 00:00:00,2024-11-26 12:30:01,2004-12-20 11:00:00,2024-11-26 12:30:01,2004-12-06 00:00:00,2024-11-26 00:00:00,2005-03-01 00:00:00,2007-09-01 00:00:00,Y,N,Y
-62.333333333333336,82.5,42463,ALERT CLIMATE,NU,NUNAVUT,NUNAVUT,CAN,823000000,-622000000,AST,65.40,2400305,ZLT,71355,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,2004-06-21 00:00:00,2024-11-26 12:30:01,2004-06-21 11:00:00,2024-11-26 12:30:01,2004-06-21 00:00:00,2024-11-26 00:00:00,2005-03-01 00:00:00,2007-09-01 00:00:00,Y,N,Y
-81.24361111111111,68.7761111111111,42483,SANIRAJAK,NU,NUNAVUT,NUNAVUT,CAN,684634000,-811437000,EST,8.20,2402353,XUX,71320,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,2004-05-26 00:00:00,2024-11-26 12:30:01,2004-12-16 02:00:00,2024-11-26 12:30:01,2004-05-26 00:00:00,2024-11-26 00:00:00,2005-03-01 00:00:00,2007-11-01 00:00:00,Y,N,Y
-68.54444444444445,63.74722222222222,42503,IQALUIT CLIMATE,NU,NUNAVUT,NUNAVUT,CAN,634450000,-683240000,EST,33.50,2402592,XFB,71321,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,2004-05-25 00:00:00,2024-11-26 12:30:01,2004-12-16 02:00:00,2024-11-26 12:30:01,2004-05-25 00:00:00,2024-11-26 00:00:00,2005-03-01 00:00:00,2007-11-01 00:00:00,Y,N,Y
-96.0,64.31666666666666,42583,BAKER LAKE CLIMATE,NU,NUNAVUT,NUNAVUT,CAN,641900000,-960000000,CST,50.80,2300501,XBL,71356,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,2004-06-02 00:00:00,2024-11-26 12:30:01,2004-07-01 00:00:00,2024-11-26 12:30:01,2004-06-02 00:00:00,2024-11-26 00:00:00,2005-05-01 00:00:00,2007-11-01 00:00:00,Y,N,Y
-66.25,50.21666666666667,42683,SEPT-ILES,QC,QUEBEC,QUÉBEC,CAN,501300000,-661500000,EST,52.60,7047914,XZV,71279,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,2002-02-04 06:00:00,2024-11-26 12:30:01,2002-02-04 06:00:00,2024-11-26 12:30:01,2002-10-16 00:00:00,2024-11-26 00:00:00,2005-01-01 00:00:00,2005-12-01 00:00:00,Y,N,Y
-113.28333333333333,51.03333333333333,42725,STRATHMORE AGDM,AB,ALBERTA,ALBERTA,CAN,510200000,-1131700000,MST,967.00,3036205,PST,71526,Climate-Auto,,,,GOVAB,GOVAB,Government of Alberta,Gouvernement de l'Alberta,2004-06-01 00:00:00,2024-11-26 12:30:01,2004-06-18 02:00:00,2024-11-26 12:30:01,2004-06-01 00:00:00,2024-11-26 00:00:00,2004-06-01 00:00:00,2007-10-01 00:00:00,Y,N,Y
-64.03344444444444,67.54741666666666,42803,QIKIQTARJUAQ CLIMATE,NU,NUNAVUT,NUNAVUT,CAN,673250700,-640200400,EST,6.40,2400573,ZVM,71357,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,2005-03-01 00:00:00,2024-11-26 12:30:01,2005-04-20 02:00:00,2024-11-26 12:30:01,2005-03-01 00:00:00,2024-11-26 00:00:00,2005-04-01 00:00:00,2007-11-01 00:00:00,Y,N,Y
-102.35,55.53333333333333,42883,ISLAND FALLS (AUT),SK,SASKATCHEWAN,SASKATCHEWAN,CAN,553200000,-1022100000,CST,297.40,4063605,PIF,71331,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,2004-09-01 00:00:00,2024-11-26 12:30:01,2004-09-13 07:00:00,2024-11-26 12:30:01,2004-09-01 00:00:00,2024-11-26 00:00:00,2004-09-01 00:00:00,2007-11-01 00:00:00,Y,N,Y
